"","ID","State","StateName","JobCode","JobName","TotalEmployment","AverageHourlySalary","AverageYearlySalary"
"355","19","IA","Iowa","39-3093","Locker room, coatroom, and dressing room attendants",100,7.53,15670
"356","72","PR","Puerto Rico","51-6093","Upholsterers",100,7.59,15790
"357","78","VI","Virgin Islands","35-3022","Counter attendants, cafeteria, food concession, and coffee shop",100,7.97,16580
"358","35","NM","New Mexico","29-1065","Pediatricians, general",100,75.32,156660
"359","27","MN","Minnesota","29-1081","Podiatrists",100,75.82,157700
"360","78","VI","Virgin Islands","53-7061","Cleaners of vehicles and equipment",100,8.09,16830
"361","49","UT","Utah","39-3093","Locker room, coatroom, and dressing room attendants",100,8.35,17370
"362","01","AL","Alabama","51-6041","Shoe and leather workers and repairers",100,8.58,17850
"363","05","AR","Arkansas","39-3093","Locker room, coatroom, and dressing room attendants",100,8.85,18410
"364","31","NE","Nebraska","39-3093","Locker room, coatroom, and dressing room attendants",100,8.85,18400
"365","54","WV","West Virginia","29-1064","Obstetricians and gynecologists",100,87.41,181820
"366","29","MO","Missouri","29-1023","Orthodontists",100,88.4,183870
"367","21","KY","Kentucky","39-3021","Motion picture projectionists",100,9.08,18900
"368","38","ND","North Dakota","51-6021","Pressers, textile, garment, and related materials",100,9.09,18920
"369","28","MS","Mississippi","47-3019","Helpers, construction trades, all other",100,9.24,19220
"370","04","AZ","Arizona","51-6041","Shoe and leather workers and repairers",100,9.29,19320
"371","23","ME","Maine","39-5092","Manicurists and pedicurists",100,9.33,19410
"372","46","SD","South Dakota","43-4121","Library assistants, clerical",100,9.36,19480
"373","47","TN","Tennessee","39-3093","Locker room, coatroom, and dressing room attendants",100,9.46,19680
"374","50","VT","Vermont","53-6021","Parking lot attendants",100,9.54,19830
"375","28","MS","Mississippi","39-6012","Concierges",100,9.8,20390
"376","38","ND","North Dakota","43-5021","Couriers and messengers",100,9.92,20630
"377","19","IA","Iowa","29-1022","Oral and maxillofacial surgeons",100,91.65,190630
"378","47","TN","Tennessee","29-1023","Orthodontists",100,94.85,197280
"379","23","ME","Maine","29-1064","Obstetricians and gynecologists",100,96.38,200460
"380","15","HI","Hawaii","51-9198","Helpers--production workers",1000,10.03,20870
"381","33","NH","New Hampshire","53-3041","Taxi drivers and chauffeurs",1000,10.66,22170
"382","48","TX","Texas","51-6062","Textile cutting machine setters, operators, and tenders",1000,10.7,22260
"383","29","MO","Missouri","51-6052","Tailors, dressmakers, and custom sewers",1000,11.34,23580
"384","05","AR","Arkansas","43-5031","Police, fire, and ambulance dispatchers",1000,11.37,23660
"385","46","SD","South Dakota","51-9111","Packaging and filling machine operators and tenders",1000,11.75,24440
"386","05","AR","Arkansas","47-3013","Helpers--electricians",1000,11.89,24740
"387","25","MA","Massachusetts","51-6052","Tailors, dressmakers, and custom sewers",1000,11.91,24770
"388","38","ND","North Dakota","45-0000","Farming, fishing, and forestry occupations",1000,11.92,24800
"389","32","NV","Nevada","43-9071","Office machine operators, except computer",1000,12.29,25550
"390","38","ND","North Dakota","21-1093","Social and human service assistants",1000,12.65,26320
"391","12","FL","Florida","51-4023","Rolling machine setters, operators, and tenders, metal and plastic",1000,12.8,26630
"392","13","GA","Georgia","53-6099","Transportation workers, all other",1000,12.91,26850
"393","40","OK","Oklahoma","47-2181","Roofers",1000,13.26,27590
"394","24","MD","Maryland","47-3019","Helpers, construction trades, all other",1000,13.5,28080
"395","17","IL","Illinois","51-9131","Photographic process workers",1000,13.68,28450
"396","22","LA","Louisiana","33-9099","Protective service workers, all other",1000,13.79,28680
"397","31","NE","Nebraska","43-9199","Office and administrative support workers, all other",1000,13.86,28830
"398","42","PA","Pennsylvania","51-2021","Coil winders, tapers, and finishers",1000,14.17,29480
"399","35","NM","New Mexico","29-9099","Healthcare practitioners and technical workers, all other",1000,14.22,29580
"400","29","MO","Missouri","49-3041","Farm equipment mechanics",1000,14.36,29860
"401","38","ND","North Dakota","53-7011","Conveyor operators and tenders",1000,14.41,29970
"402","51","VA","Virginia","51-2031","Engine and other machine assemblers",1000,15.23,31680
"403","24","MD","Maryland","53-3099","Motor vehicle operators, all other",1000,16.05,33380
"404","47","TN","Tennessee","47-4041","Hazardous materials removal workers",1000,16.4,34100
"405","05","AR","Arkansas","13-2021","Appraisers and assessors of real estate",1000,16.49,34300
"406","12","FL","Florida","49-3052","Motorcycle mechanics",1000,16.69,34710
"407","10","DE","Delaware","37-1011","First-line supervisors/managers of housekeeping and janitorial workers",1000,16.96,35280
"408","27","MN","Minnesota","51-2041","Structural metal fabricators and fitters",1000,17.6,36610
"409","29","MO","Missouri","27-3022","Reporters and correspondents",1000,18.09,37620
"410","19","IA","Iowa","25-9099","Education, training, and library workers, all other",1000,18.13,37700
"411","12","FL","Florida","21-2021","Directors, religious activities and education",1000,18.14,37730
"412","30","MT","Montana","21-1012","Educational, vocational, and school counselors",1000,18.31,38090
"413","17","IL","Illinois","47-3019","Helpers, construction trades, all other",1000,18.38,38240
"414","01","AL","Alabama","49-9044","Millwrights",1000,18.4,38270
"415","22","LA","Louisiana","41-9022","Real estate sales agents",1000,18.51,38490
"416","04","AZ","Arizona","29-2055","Surgical technologists",1000,18.84,39190
"417","25","MA","Massachusetts","47-2121","Glaziers",1000,19.27,40080
"418","51","VA","Virginia","49-9012","Control and valve installers and repairers, except mechanical door",1000,19.55,40670
"419","15","HI","Hawaii","13-1022","Wholesale and retail buyers, except farm products",1000,20.4,42420
"420","19","IA","Iowa","47-2221","Structural iron and steel workers",1000,20.56,42760
"421","49","UT","Utah","21-1022","Medical and public health social workers",1000,21.76,45250
"422","41","OR","Oregon","17-3013","Mechanical drafters",1000,22.05,45860
"423","17","IL","Illinois","17-3019","Drafters, all other",1000,22.61,47020
"424","09","CT","Connecticut","29-2055","Surgical technologists",1000,22.89,47620
"425","42","PA","Pennsylvania","11-9081","Lodging managers",1000,23.67,49230
"426","24","MD","Maryland","11-9031","Education administrators, preschool and child care center/program",1000,23.75,49400
"427","36","NY","New York","47-2011","Boilermakers",1000,25.63,53320
"428","33","NH","New Hampshire","13-1051","Cost estimators",1000,26.88,55900
"429","44","RI","Rhode Island","13-2099","Financial specialists, all other",1000,27.25,56670
"430","11","DC","District of Columbia","51-8021","Stationary engineers and boiler operators",1000,28.33,58930
"431","05","AR","Arkansas","15-1081","Network systems and data communications analysts",1000,28.45,59180
"432","17","IL","Illinois","53-6051","Transportation inspectors",1000,28.59,59470
"433","42","PA","Pennsylvania","11-9039","Education administrators, all other",1000,30.93,64340
"434","06","CA","California","11-9131","Postmasters and mail superintendents",1000,31.2,64890
"435","19","IA","Iowa","13-2052","Personal financial advisors",1000,31.41,65320
"436","41","OR","Oregon","27-2012","Producers and directors",1000,34.4,71540
"437","26","MI","Michigan","17-2041","Chemical engineers",1000,36.96,76880
"438","45","SC","South Carolina","17-2041","Chemical engineers",1000,38.28,79620
"439","50","VT","Vermont","23-1011","Lawyers",1000,45.23,94080
"440","16","ID","Idaho","11-9041","Engineering managers",1000,45.91,95490
"441","02","AK","Alaska","23-1011","Lawyers",1000,47.79,99400
"442","34","NJ","New Jersey","15-1011","Computer and information scientists, research",1000,50.12,104260
"443","72","PR","Puerto Rico","53-3022","Bus drivers, school",1000,6.75,14040
"444","72","PR","Puerto Rico","47-2221","Structural iron and steel workers",1000,8,16640
"445","27","MN","Minnesota","29-1063","Internists, general",1000,86.77,180480
"446","66","GU","Guam","43-5081","Stock clerks and order fillers",1000,9.66,20090
"447","19","IA","Iowa","27-1023","Floral designers",1000,9.97,20740
"448","13","GA","Georgia","13-1073","Training and development specialists",10000,26,54080
"449","40","OK","Oklahoma","25-0000","Education, training, and library occupations",100070,17.12,35610
"450","53","WA","Washington","31-9092","Medical assistants",10010,15.32,31860
"451","49","UT","Utah","49-9042","Maintenance and repair workers, general",10010,15.81,32870
"452","13","GA","Georgia","43-5061","Production, planning, and expediting clerks",10010,18.45,38370
"453","25","MA","Massachusetts","15-1021","Computer programmers",10010,37.63,78270
"454","13","GA","Georgia","31-1011","Home health aides",10010,8.72,18140
"455","21","KY","Kentucky","51-9198","Helpers--production workers",10020,10.94,22760
"456","17","IL","Illinois","25-9099","Education, training, and library workers, all other",10020,17.15,35680
"457","51","VA","Virginia","11-9199","Managers, all other",10020,48.84,101590
"458","17","IL","Illinois","51-5023","Printing machine operators",10030,15.63,32510
"459","27","MN","Minnesota","53-7051","Industrial truck and tractor operators",10030,16.01,33290
"460","25","MA","Massachusetts","47-2152","Plumbers, pipefitters, and steamfitters",10030,27.63,57460
"461","34","NJ","New Jersey","47-2152","Plumbers, pipefitters, and steamfitters",10030,28.05,58340
"462","08","CO","Colorado","43-5071","Shipping, receiving, and traffic clerks",10040,14.09,29300
"463","13","GA","Georgia","47-2152","Plumbers, pipefitters, and steamfitters",10040,18.34,38140
"464","72","PR","Puerto Rico","19-0000","Life, physical, and social science occupations",10040,19.24,40010
"465","42","PA","Pennsylvania","29-2034","Radiologic technologists and technicians",10040,22.17,46110
"466","18","IN","Indiana","49-9041","Industrial machinery mechanics",10040,22.74,47310
"467","36","NY","New York","19-3031","Clinical, counseling, and school psychologists",10040,37.62,78250
"468","40","OK","Oklahoma","37-2012","Maids and housekeeping cleaners",10040,7.76,16140
"469","42","PA","Pennsylvania","21-0000","Community and social services occupations",100430,17.67,36750
"470","48","TX","Texas","49-9042","Maintenance and repair workers, general",100480,13.58,28240
"471","55","WI","Wisconsin","51-9199","Production workers, all other",10050,14.71,30610
"472","29","MO","Missouri","41-2021","Counter and rental clerks",10050,10.92,22710
"473","42","PA","Pennsylvania","43-4071","File clerks",10050,11.5,23920
"474","06","CA","California","37-2021","Pest control workers",10050,14.76,30700
"475","18","IN","Indiana","47-2073","Operating engineers and other construction equipment operators",10050,21.64,45020
"476","29","MO","Missouri","35-2021","Food preparation workers",10050,8.87,18450
"477","24","MD","Maryland","43-3071","Tellers",10060,12.67,26350
"478","48","TX","Texas","53-6031","Service station attendants",10060,8.99,18690
"479","48","TX","Texas","00-0000","All Occupations",10061750,18.21,37880
"480","33","NH","New Hampshire","43-5081","Stock clerks and order fillers",10070,11.57,24060
"481","48","TX","Texas","49-3021","Automotive body and related repairers",10070,16.17,33620
"482","27","MN","Minnesota","47-2061","Construction laborers",10070,19.61,40790
"483","42","PA","Pennsylvania","13-1079","Human resources, training, and labor relations specialists, all other",10070,24.23,50400
"484","01","AL","Alabama","19-0000","Life, physical, and social science occupations",10070,25.74,53550
"485","01","AL","Alabama","31-1011","Home health aides",10070,8.18,17020
"486","32","NV","Nevada","53-3041","Taxi drivers and chauffeurs",10080,12.86,26750
"487","23","ME","Maine","33-0000","Protective service occupations",10080,16.06,33400
"488","22","LA","Louisiana","25-0000","Education, training, and library occupations",100890,18.49,38460
"489","04","AZ","Arizona","37-0000","Building and grounds cleaning and maintenance occupations",100960,10.43,21700
"490","55","WI","Wisconsin","11-0000","Management occupations",100960,42.23,87830
"491","04","AZ","Arizona","49-0000","Installation, maintenance, and repair occupations",100970,18.58,38650
"492","20","KS","Kansas","51-6031","Sewing machine operators",1010,10.42,21680
"493","72","PR","Puerto Rico","43-4161","Human resources assistants, except payroll and timekeeping",1010,11.12,23130
"494","06","CA","California","39-5011","Barbers",1010,11.65,24240
"495","53","WA","Washington","51-9132","Photographic processing machine operators",1010,11.94,24840
"496","55","WI","Wisconsin","51-2021","Coil winders, tapers, and finishers",1010,12.53,26060
"497","21","KY","Kentucky","43-5041","Meter readers, utilities",1010,13.3,27660
"498","18","IN","Indiana","49-3053","Outdoor power equipment and other small engine mechanics",1010,13.44,27960
"499","19","IA","Iowa","43-5111","Weighers, measurers, checkers, and samplers, recordkeeping",1010,13.57,28230
"500","16","ID","Idaho","51-3092","Food batchmakers",1010,14.5,30160
"501","37","NC","North Carolina","49-9091","Coin, vending, and amusement machine servicers and repairers",1010,14.59,30350
"502","09","CT","Connecticut","51-9121","Coating, painting, and spraying machine setters, operators, and tenders",1010,14.78,30740
"503","17","IL","Illinois","51-9021","Crushing, grinding, and polishing machine setters, operators, and tenders",1010,15.2,31620
